,Unnamed: 0,Indice,Date,Opening,Highest,Lowest,Fermer,Cloture ajusté,Volume,Before_After_Election,Day_of_Week,Month,Is_Holiday_Period,Mandat
0,0,CAC40,2017-01-20,4834.3,4869.38,4818.88,4850.67,4850.67,1177568.0,After,Friday,January,no,Obama
1,1,CAC40,2017-01-19,4859.76,4867.58,4829.82,4841.14,4841.14,956389.0,After,Thursday,January,no,Obama
2,2,CAC40,2017-01-18,4874.31,4875.74,4827.11,4853.4,4853.4,889115.0,After,Wednesday,January,no,Obama
3,3,CAC40,2017-01-17,4865.19,4889.16,4841.68,4859.69,4859.69,877370.0,After,Tuesday,January,no,Obama
4,4,CAC40,2017-01-16,4883.43,4911.39,4879.8,4882.18,4882.18,719285.0,After,Monday,January,no,Obama
5,5,CAC40,2017-01-13,4889.45,4924.58,4883.06,4922.49,4922.49,1062859.0,After,Friday,January,no,Obama
6,6,CAC40,2017-01-12,4873.01,4889.21,4857.44,4863.97,4863.97,994172.0,After,Thursday,January,no,Obama
7,7,CAC40,2017-01-11,4890.04,4916.48,4856.5,4888.71,4888.71,996527.0,After,Wednesday,January,no,Obama
8,8,CAC40,2017-01-10,4894.45,4906.15,4868.5,4888.23,4888.23,928093.0,After,Tuesday,January,no,Obama
9,9,CAC40,2017-01-09,4915.35,4915.6,4867.83,4887.57,4887.57,727096.0,After,Monday,January,no,Obama
10,10,CAC40,2017-01-06,4885.19,4911.49,4874.42,4909.84,4909.84,737090.0,After,Friday,January,no,Obama
11,11,CAC40,2017-01-05,4881.72,4905.84,4874.79,4900.64,4900.64,880920.0,After,Thursday,January,no,Obama
12,12,CAC40,2017-01-04,4912.95,4913.94,4879.23,4899.4,4899.4,772768.0,After,Wednesday,January,no,Obama
13,13,CAC40,2017-01-03,4904.77,4929.6,4896.11,4899.33,4899.33,826095.0,After,Tuesday,January,no,Obama
14,14,CAC40,2017-01-02,4845.96,4896.01,4843.93,4882.38,4882.38,343104.0,After,Monday,January,no,Obama
15,15,CAC40,2016-12-30,4837.68,4864.29,4825.14,4862.31,4862.31,530550.0,After,Friday,December,yes,Obama
16,16,CAC40,2016-12-29,4824.75,4845.67,4822.29,4838.47,4838.47,451501.0,After,Thursday,December,yes,Obama
17,17,CAC40,2016-12-28,4846.14,4851.51,4840.14,4848.01,4848.01,493712.0,After,Wednesday,December,yes,Obama
18,18,CAC40,2016-12-27,4840.17,4852.55,4837.0,4848.28,4848.28,351257.0,After,Tuesday,December,yes,Obama
19,19,CAC40,2016-12-23,4837.41,4844.8,4825.93,4839.68,4839.68,483626.0,After,Friday,December,yes,Obama
20,20,CAC40,2016-12-22,4825.15,4841.65,4818.81,4834.63,4834.63,657162.0,After,Thursday,December,yes,Obama
21,21,CAC40,2016-12-21,4831.56,4851.52,4821.24,4833.82,4833.82,666266.0,After,Wednesday,December,yes,Obama
22,22,CAC40,2016-12-20,4822.3,4852.58,4815.23,4849.89,4849.89,877727.0,After,Tuesday,December,yes,Obama
23,23,CAC40,2016-12-19,4820.49,4829.55,4812.08,4822.77,4822.77,948420.0,After,Monday,December,yes,Obama
24,24,CAC40,2016-12-16,4815.35,4856.96,4804.7,4833.27,4833.27,2063384.0,After,Friday,December,yes,Obama
25,25,CAC40,2016-12-15,4776.83,4830.3,4776.33,4819.23,4819.23,1411883.0,After,Thursday,December,yes,Obama
26,26,CAC40,2016-12-14,4778.96,4790.63,4765.01,4769.24,4769.24,1093938.0,After,Wednesday,December,yes,Obama
27,27,CAC40,2016-12-13,4754.22,4807.88,4746.55,4803.87,4803.87,1104690.0,After,Tuesday,December,yes,Obama
28,28,CAC40,2016-12-12,4769.84,4780.95,4754.15,4760.77,4760.77,983725.0,After,Monday,December,yes,Obama
29,29,CAC40,2016-12-09,4741.1,4780.52,4737.38,4764.07,4764.07,1216202.0,After,Friday,December,yes,Obama
30,30,CAC40,2016-12-08,4709.89,4748.51,4688.58,4735.48,4735.48,1496349.0,After,Thursday,December,yes,Obama
31,31,CAC40,2016-12-07,4676.61,4694.72,4658.73,4694.72,4694.72,1414835.0,After,Wednesday,December,yes,Obama
32,32,CAC40,2016-12-06,4576.87,4639.91,4558.9,4631.94,4631.94,1229772.0,After,Tuesday,December,yes,Obama
33,33,CAC40,2016-12-05,4506.66,4605.56,4502.2,4574.32,4574.32,1115403.0,After,Monday,December,yes,Obama
34,34,CAC40,2016-12-02,4527.84,4545.25,4490.15,4528.82,4528.82,1020672.0,After,Friday,December,yes,Obama
35,35,CAC40,2016-12-01,4571.2,4582.83,4541.02,4560.61,4560.61,1116446.0,After,Thursday,December,yes,Obama
36,36,CAC40,2016-11-30,4548.98,4597.54,4547.58,4578.34,4578.34,1436441.0,After,Wednesday,November,yes,Obama
37,37,CAC40,2016-11-29,4506.91,4551.46,4494.37,4551.46,4551.46,892676.0,After,Tuesday,November,yes,Obama
38,38,CAC40,2016-11-28,4544.09,4545.14,4499.2,4510.39,4510.39,829815.0,After,Monday,November,yes,Obama
39,39,CAC40,2016-11-25,4548.85,4555.47,4524.34,4550.27,4550.27,648557.0,After,Friday,November,yes,Obama
40,40,CAC40,2016-11-24,4537.27,4552.04,4520.49,4542.56,4542.56,570052.0,After,Thursday,November,yes,Obama
41,41,CAC40,2016-11-23,4557.93,4559.21,4509.02,4529.21,4529.21,1021998.0,After,Wednesday,November,yes,Obama
42,42,CAC40,2016-11-22,4561.7,4571.79,4541.58,4548.35,4548.35,1257926.0,After,Tuesday,November,yes,Obama
43,43,CAC40,2016-11-21,4525.46,4540.9,4479.69,4529.58,4529.58,841464.0,After,Monday,November,yes,Obama
44,44,CAC40,2016-11-18,4547.05,4551.63,4496.74,4504.35,4504.35,1066450.0,After,Friday,November,yes,Obama
45,45,CAC40,2016-11-17,4494.53,4527.77,4482.58,4527.77,4527.77,884362.0,After,Thursday,November,yes,Obama
46,46,CAC40,2016-11-16,4545.89,4548.83,4479.94,4501.14,4501.14,1021951.0,After,Wednesday,November,yes,Obama
47,47,CAC40,2016-11-15,4524.98,4541.46,4504.35,4536.53,4536.53,1120778.0,After,Tuesday,November,yes,Obama
48,48,CAC40,2016-11-14,4528.05,4560.88,4492.03,4508.55,4508.55,1328863.0,After,Monday,November,yes,Obama
49,49,CAC40,2016-11-11,4545.05,4553.79,4473.35,4489.27,4489.27,1210533.0,After,Friday,November,yes,Obama
50,50,CAC40,2016-11-10,4577.01,4606.66,4502.74,4530.95,4530.95,2252071.0,After,Thursday,November,yes,Obama
51,51,CAC40,2016-11-09,4350.07,4543.48,4344.88,4543.48,4543.48,2046134.0,After,Wednesday,November,yes,Obama
52,52,CAC40,2016-11-08,4454.58,4482.59,4446.39,4476.89,4476.89,1128005.0,After,Tuesday,November,yes,Obama
53,53,CAC40,2016-11-07,4440.11,4464.23,4430.13,4461.21,4461.21,897017.0,After,Monday,November,yes,Obama
54,54,CAC40,2016-11-04,4403.16,4403.64,4355.81,4377.46,4377.46,1017317.0,After,Friday,November,yes,Obama
55,55,CAC40,2016-11-03,4402.79,4456.21,4399.29,4411.68,4411.68,1013906.0,After,Thursday,November,yes,Obama
56,56,CAC40,2016-11-02,4437.99,4449.44,4414.67,4414.67,4414.67,969876.0,After,Wednesday,November,yes,Obama
57,57,CAC40,2016-11-01,4532.34,4537.99,4460.54,4470.28,4470.28,793469.0,After,Tuesday,November,yes,Obama
58,58,CAC40,2016-10-31,4525.6,4540.26,4500.19,4509.26,4509.26,883666.0,After,Monday,October,no,Obama
59,59,CAC40,2016-10-28,4515.25,4554.35,4504.5,4548.58,4548.58,963043.0,After,Friday,October,no,Obama
60,60,CAC40,2016-10-27,4526.34,4556.74,4502.55,4533.57,4533.57,997015.0,After,Thursday,October,no,Obama
61,61,CAC40,2016-10-26,4523.96,4539.07,4496.97,4534.59,4534.59,899588.0,After,Wednesday,October,no,Obama
62,62,CAC40,2016-10-25,4560.46,4570.63,4528.03,4540.84,4540.84,910919.0,After,Tuesday,October,no,Obama
63,63,CAC40,2016-10-24,4551.73,4579.28,4551.73,4552.58,4552.58,838264.0,After,Monday,October,no,Obama
64,64,CAC40,2016-10-21,4546.65,4555.11,4517.8,4536.07,4536.07,1042001.0,After,Friday,October,no,Obama
65,65,CAC40,2016-10-20,4528.66,4552.24,4500.65,4540.12,4540.12,968740.0,After,Thursday,October,no,Obama
66,66,CAC40,2016-10-19,4513.49,4528.97,4495.94,4520.3,4520.3,833236.0,After,Wednesday,October,no,Obama
67,67,CAC40,2016-10-18,4479.68,4515.61,4474.84,4508.91,4508.91,903529.0,After,Tuesday,October,no,Obama
68,68,CAC40,2016-10-17,4452.72,4474.33,4439.91,4450.23,4450.23,694103.0,After,Monday,October,no,Obama
69,69,CAC40,2016-10-14,4424.25,4497.65,4424.25,4470.92,4470.92,921194.0,After,Friday,October,no,Obama
70,70,CAC40,2016-10-13,4421.81,4421.81,4370.65,4405.17,4405.17,1067955.0,After,Thursday,October,no,Obama
71,71,CAC40,2016-10-12,4467.09,4474.2,4442.02,4452.24,4452.24,992387.0,After,Wednesday,October,no,Obama
72,72,CAC40,2016-10-11,4490.83,4520.18,4469.3,4471.74,4471.74,986002.0,After,Tuesday,October,no,Obama
73,73,CAC40,2016-10-10,4458.07,4500.46,4428.73,4497.26,4497.26,874706.0,After,Monday,October,no,Obama
74,74,CAC40,2016-10-07,4480.53,4487.18,4444.32,4449.91,4449.91,1174294.0,After,Friday,October,no,Obama
75,75,CAC40,2016-10-06,4500.36,4511.88,4470.12,4480.1,4480.1,1021839.0,After,Thursday,October,no,Obama
76,76,CAC40,2016-10-05,4462.72,4499.38,4441.25,4489.95,4489.95,982777.0,After,Wednesday,October,no,Obama
77,77,CAC40,2016-10-04,4458.67,4521.36,4453.67,4503.09,4503.09,958739.0,After,Tuesday,October,no,Obama
78,78,CAC40,2016-10-03,4447.54,4465.29,4432.77,4453.56,4453.56,617076.0,After,Monday,October,no,Obama
79,79,CAC40,2016-09-30,4383.7,4463.39,4342.64,4448.26,4448.26,1230777.0,After,Friday,September,no,Obama
80,80,CAC40,2016-09-29,4490.55,4505.3,4434.09,4443.84,4443.84,804276.0,After,Thursday,September,no,Obama
81,81,CAC40,2016-09-28,4413.12,4460.83,4413.12,4432.45,4432.45,784641.0,After,Wednesday,September,no,Obama
82,82,CAC40,2016-09-27,4436.0,4438.59,4362.93,4398.68,4398.68,917738.0,After,Tuesday,September,no,Obama
83,83,CAC40,2016-09-26,4455.59,4455.59,4402.13,4407.85,4407.85,862351.0,After,Monday,September,no,Obama
84,84,CAC40,2016-09-23,4494.5,4498.35,4476.86,4488.69,4488.69,849988.0,After,Friday,September,no,Obama
85,85,CAC40,2016-09-22,4444.5,4528.89,4443.67,4509.82,4509.82,1127145.0,After,Thursday,September,no,Obama
86,86,CAC40,2016-09-21,4439.7,4451.32,4408.3,4409.55,4409.55,822775.0,After,Wednesday,September,no,Obama
87,87,CAC40,2016-09-20,4383.31,4419.9,4375.57,4388.6,4388.6,728130.0,After,Tuesday,September,no,Obama
88,88,CAC40,2016-09-19,4368.85,4398.97,4368.85,4394.19,4394.19,807440.0,After,Monday,September,no,Obama
89,89,CAC40,2016-09-16,4359.87,4380.13,4310.88,4332.45,4332.45,2080772.0,After,Friday,September,no,Obama
90,90,CAC40,2016-09-15,4357.29,4381.54,4341.04,4373.22,4373.22,1023091.0,After,Thursday,September,no,Obama
91,91,CAC40,2016-09-14,4407.45,4407.48,4360.95,4370.26,4370.26,1071546.0,After,Wednesday,September,no,Obama
92,92,CAC40,2016-09-13,4463.26,4470.26,4387.18,4387.18,4387.18,919456.0,After,Tuesday,September,no,Obama
93,93,CAC40,2016-09-12,4415.23,4439.8,4386.11,4439.8,4439.8,983671.0,After,Monday,September,no,Obama
94,94,CAC40,2016-09-09,4531.42,4541.76,4481.09,4491.4,4491.4,908444.0,After,Friday,September,no,Obama
95,95,CAC40,2016-09-08,4554.15,4569.62,4485.47,4542.2,4542.2,945683.0,After,Thursday,September,no,Obama
96,96,CAC40,2016-09-07,4536.95,4561.36,4520.21,4557.66,4557.66,754428.0,After,Wednesday,September,no,Obama
97,97,CAC40,2016-09-06,4556.35,4557.95,4523.44,4529.96,4529.96,712726.0,After,Tuesday,September,no,Obama
98,98,CAC40,2016-09-05,4550.82,4566.55,4541.08,4541.08,4541.08,757169.0,After,Monday,September,no,Obama
99,99,CAC40,2016-09-02,4461.29,4548.04,4446.5,4542.17,4542.17,1054859.0,After,Friday,September,no,Obama
100,100,CAC40,2016-09-01,4448.03,4490.91,4421.97,4439.67,4439.67,1074566.0,After,Thursday,September,no,Obama
101,101,CAC40,2016-08-31,4451.4,4486.84,4438.22,4438.22,4438.22,1125163.0,After,Wednesday,August,no,Obama
102,102,CAC40,2016-08-30,4439.68,4475.02,4438.42,4457.49,4457.49,759652.0,After,Tuesday,August,no,Obama
103,103,CAC40,2016-08-29,4421.46,4437.82,4390.04,4424.25,4424.25,485339.0,After,Monday,August,no,Obama
104,104,CAC40,2016-08-26,4399.46,4455.61,4387.71,4441.87,4441.87,717747.0,After,Friday,August,no,Obama
105,105,CAC40,2016-08-25,4414.41,4415.31,4377.79,4406.61,4406.61,640567.0,After,Thursday,August,no,Obama
106,106,CAC40,2016-08-24,4389.17,4453.73,4382.71,4435.47,4435.47,666676.0,After,Wednesday,August,no,Obama
107,107,CAC40,2016-08-23,4406.34,4436.15,4404.0,4421.45,4421.45,679746.0,After,Tuesday,August,no,Obama
108,108,CAC40,2016-08-22,4397.39,4443.07,4377.7,4389.94,4389.94,656699.0,After,Monday,August,no,Obama
109,109,CAC40,2016-08-19,4436.09,4436.87,4373.75,4400.52,4400.52,742566.0,After,Friday,August,no,Obama
110,110,CAC40,2016-08-18,4441.2,4447.25,4413.06,4437.06,4437.06,626626.0,After,Thursday,August,no,Obama
111,111,CAC40,2016-08-17,4475.13,4478.58,4415.33,4417.68,4417.68,664600.0,After,Wednesday,August,no,Obama
112,112,CAC40,2016-08-16,4476.07,4499.59,4457.25,4460.44,4460.44,755776.0,After,Tuesday,August,no,Obama
113,113,CAC40,2016-08-15,4503.65,4528.0,4494.49,4497.86,4497.86,433959.0,After,Monday,August,no,Obama
114,114,CAC40,2016-08-12,4501.06,4510.06,4490.45,4500.19,4500.19,624727.0,After,Friday,August,no,Obama
115,115,CAC40,2016-08-11,4471.3,4503.95,4446.46,4503.95,4503.95,686216.0,After,Thursday,August,no,Obama
116,116,CAC40,2016-08-10,4443.38,4465.89,4440.56,4452.01,4452.01,681455.0,After,Wednesday,August,no,Obama
117,117,CAC40,2016-08-09,4412.86,4468.34,4410.72,4468.07,4468.07,770654.0,After,Tuesday,August,no,Obama
118,118,CAC40,2016-08-08,4419.02,4441.16,4407.32,4415.46,4415.46,700070.0,After,Monday,August,no,Obama
119,119,CAC40,2016-08-05,4362.94,4416.66,4361.58,4410.55,4410.55,909511.0,After,Friday,August,no,Obama
120,120,CAC40,2016-08-04,4344.18,4359.79,4324.81,4345.63,4345.63,850933.0,After,Thursday,August,no,Obama
121,121,CAC40,2016-08-03,4346.31,4347.94,4293.34,4321.08,4321.08,1017853.0,After,Wednesday,August,no,Obama
122,122,CAC40,2016-08-02,4395.86,4398.2,4320.89,4327.99,4327.99,1056457.0,After,Tuesday,August,no,Obama
123,123,CAC40,2016-08-01,4469.99,4477.44,4395.33,4409.17,4409.17,866983.0,After,Monday,August,no,Obama
124,124,CAC40,2016-07-29,4429.49,4439.81,4408.38,4439.81,4439.81,1249205.0,After,Friday,July,no,Obama
125,125,CAC40,2016-07-28,4447.21,4474.67,4420.58,4420.58,4420.58,1071151.0,After,Thursday,July,no,Obama
126,126,CAC40,2016-07-27,4424.6,4469.9,4424.6,4446.96,4446.96,1091011.0,After,Wednesday,July,no,Obama
127,127,CAC40,2016-07-26,4385.32,4405.66,4353.62,4394.77,4394.77,881356.0,After,Tuesday,July,no,Obama
128,128,CAC40,2016-07-25,4381.63,4419.77,4368.06,4388.0,4388.0,778330.0,After,Monday,July,no,Obama
129,129,CAC40,2016-07-22,4365.38,4398.27,4345.23,4381.1,4381.1,716056.0,After,Friday,July,no,Obama
130,130,CAC40,2016-07-21,4382.16,4389.9,4340.94,4376.25,4376.25,891830.0,After,Thursday,July,no,Obama
131,131,CAC40,2016-07-20,4354.57,4391.57,4333.36,4379.76,4379.76,845910.0,After,Wednesday,July,no,Obama
132,132,CAC40,2016-07-19,4345.4,4357.34,4304.2,4330.13,4330.13,847311.0,After,Tuesday,July,no,Obama
133,133,CAC40,2016-07-18,4375.09,4408.13,4334.36,4357.74,4357.74,703799.0,After,Monday,July,no,Obama
134,134,CAC40,2016-07-15,4367.43,4383.69,4342.77,4372.51,4372.51,856846.0,After,Friday,July,no,Obama
135,135,CAC40,2016-07-14,4375.67,4402.23,4345.44,4385.52,4385.52,932818.0,After,Thursday,July,no,Obama
136,136,CAC40,2016-07-13,4329.53,4358.67,4321.9,4335.26,4335.26,1163772.0,After,Wednesday,July,no,Obama
137,137,CAC40,2016-07-12,4272.45,4342.67,4270.99,4331.38,4331.38,1290604.0,After,Tuesday,July,no,Obama
138,138,CAC40,2016-07-11,4221.22,4271.71,4207.37,4264.53,4264.53,933785.0,After,Monday,July,no,Obama
139,139,CAC40,2016-07-08,4106.65,4210.34,4102.68,4190.68,4190.68,1122319.0,After,Friday,July,no,Obama
140,140,CAC40,2016-07-07,4115.5,4167.88,4110.24,4117.85,4117.85,995104.0,After,Thursday,July,no,Obama
141,141,CAC40,2016-07-06,4127.2,4153.41,4062.07,4085.3,4085.3,1387737.0,After,Wednesday,July,no,Obama
142,142,CAC40,2016-07-05,4203.97,4216.06,4148.79,4163.42,4163.42,1119254.0,After,Tuesday,July,no,Obama
143,143,CAC40,2016-07-04,4288.5,4288.66,4233.0,4234.86,4234.86,749030.0,After,Monday,July,no,Obama
144,144,CAC40,2016-07-01,4261.09,4288.72,4218.1,4273.96,4273.96,1160728.0,After,Friday,July,no,Obama
145,145,CAC40,2016-06-30,4182.11,4249.53,4155.45,4237.48,4237.48,1462987.0,After,Thursday,June,no,Obama
146,146,CAC40,2016-06-29,4139.37,4206.35,4128.08,4195.32,4195.32,1427485.0,After,Wednesday,June,no,Obama
147,147,CAC40,2016-06-28,4074.36,4119.08,4059.9,4088.85,4088.85,1793092.0,After,Tuesday,June,no,Obama
148,148,CAC40,2016-06-27,4073.72,4115.47,4012.2,4030.3,4030.3,1300429.0,After,Monday,June,no,Obama
149,149,CAC40,2016-06-24,4114.58,4198.9,4007.97,4106.73,4106.73,4157757.0,After,Friday,June,no,Obama
150,150,CAC40,2016-06-23,4404.68,4490.55,4392.52,4465.9,4465.9,1245334.0,After,Thursday,June,no,Obama
151,151,CAC40,2016-06-22,4398.4,4416.98,4372.35,4380.03,4380.03,920723.0,After,Wednesday,June,no,Obama
152,152,CAC40,2016-06-21,4335.89,4382.91,4321.46,4367.24,4367.24,999176.0,After,Tuesday,June,no,Obama
153,153,CAC40,2016-06-20,4301.19,4351.21,4292.92,4340.76,4340.76,1145241.0,After,Monday,June,no,Obama
154,154,CAC40,2016-06-17,4179.44,4218.53,4170.17,4193.83,4193.83,1966451.0,After,Friday,June,no,Obama
155,155,CAC40,2016-06-16,4116.5,4162.37,4109.82,4153.01,4153.01,1175207.0,After,Thursday,June,no,Obama
156,156,CAC40,2016-06-15,4172.73,4204.01,4162.02,4171.58,4171.58,1225868.0,After,Wednesday,June,no,Obama
157,157,CAC40,2016-06-14,4175.21,4199.54,4127.87,4130.33,4130.33,1361197.0,After,Tuesday,June,no,Obama
158,158,CAC40,2016-06-13,4253.98,4275.97,4227.02,4227.02,4227.02,1158846.0,After,Monday,June,no,Obama
159,159,CAC40,2016-06-10,4390.81,4390.81,4301.1,4306.72,4306.72,1194517.0,After,Friday,June,no,Obama
160,160,CAC40,2016-06-09,4437.02,4438.38,4394.52,4405.61,4405.61,953706.0,After,Thursday,June,no,Obama
161,161,CAC40,2016-06-08,4461.28,4473.29,4435.35,4448.73,4448.73,935318.0,After,Wednesday,June,no,Obama
162,162,CAC40,2016-06-07,4443.41,4486.47,4441.21,4475.86,4475.86,963089.0,After,Tuesday,June,no,Obama
163,163,CAC40,2016-06-06,4407.01,4435.63,4407.01,4423.38,4423.38,730614.0,After,Monday,June,no,Obama
164,164,CAC40,2016-06-03,4477.83,4492.2,4396.63,4421.78,4421.78,1116424.0,After,Friday,June,no,Obama
165,165,CAC40,2016-06-02,4468.84,4486.56,4447.62,4466.0,4466.0,936135.0,After,Thursday,June,no,Obama
166,166,CAC40,2016-06-01,4502.84,4507.22,4458.3,4475.39,4475.39,924114.0,After,Wednesday,June,no,Obama
167,167,CAC40,2016-05-31,4532.32,4536.63,4496.86,4505.62,4505.62,1222209.0,After,Tuesday,May,no,Obama
168,168,CAC40,2016-05-30,4507.09,4531.18,4503.52,4529.4,4529.4,399950.0,After,Monday,May,no,Obama
169,169,CAC40,2016-05-27,4498.43,4518.22,4493.06,4514.74,4514.74,852909.0,After,Friday,May,no,Obama
170,170,CAC40,2016-05-26,4478.17,4513.77,4477.02,4512.64,4512.64,1038852.0,After,Thursday,May,no,Obama
171,171,CAC40,2016-05-25,4457.85,4490.17,4445.79,4481.64,4481.64,1076803.0,After,Wednesday,May,no,Obama
172,172,CAC40,2016-05-24,4309.3,4440.65,4300.42,4431.52,4431.52,1041530.0,After,Tuesday,May,no,Obama
173,173,CAC40,2016-05-23,4344.89,4357.08,4300.18,4325.1,4325.1,788077.0,After,Monday,May,no,Obama
174,174,CAC40,2016-05-20,4323.62,4353.9,4312.5,4353.9,4353.9,1096320.0,After,Friday,May,no,Obama
175,175,CAC40,2016-05-19,4292.25,4314.23,4274.57,4282.54,4282.54,1014355.0,After,Thursday,May,no,Obama
176,176,CAC40,2016-05-18,4275.39,4322.23,4267.71,4319.3,4319.3,872389.0,After,Wednesday,May,no,Obama
177,177,CAC40,2016-05-17,4325.11,4362.33,4273.86,4297.57,4297.57,1014261.0,After,Tuesday,May,no,Obama
178,178,CAC40,2016-05-16,4290.65,4316.28,4269.63,4312.28,4312.28,488297.0,After,Monday,May,no,Obama
179,179,CAC40,2016-05-13,4264.77,4335.15,4253.13,4319.99,4319.99,995973.0,After,Friday,May,no,Obama
180,180,CAC40,2016-05-12,4295.74,4361.88,4266.96,4293.27,4293.27,1033023.0,After,Thursday,May,no,Obama
181,181,CAC40,2016-05-11,4335.14,4340.58,4289.38,4316.67,4316.67,932882.0,After,Wednesday,May,no,Obama
182,182,CAC40,2016-05-10,4338.05,4374.75,4320.29,4338.21,4338.21,1041555.0,After,Tuesday,May,no,Obama
183,183,CAC40,2016-05-09,4322.69,4363.56,4302.96,4322.81,4322.81,1122151.0,After,Monday,May,no,Obama
184,184,CAC40,2016-05-06,4290.41,4311.49,4245.17,4301.24,4301.24,1114647.0,After,Friday,May,no,Obama
185,185,CAC40,2016-05-05,4321.36,4346.2,4303.25,4319.46,4319.46,797743.0,After,Thursday,May,no,Obama
186,186,CAC40,2016-05-04,4365.2,4387.75,4317.28,4324.23,4324.23,1169520.0,After,Wednesday,May,no,Obama
187,187,CAC40,2016-05-03,4435.0,4437.65,4364.01,4371.98,4371.98,1077688.0,After,Tuesday,May,no,Obama
188,188,CAC40,2016-05-02,4455.76,4458.74,4429.47,4442.75,4442.75,632463.0,After,Monday,May,no,Obama
189,189,CAC40,2016-04-29,4500.43,4508.83,4428.59,4428.96,4428.96,1282127.0,After,Friday,April,no,Obama
190,190,CAC40,2016-04-28,4520.25,4557.36,4482.37,4557.36,4557.36,1113619.0,After,Thursday,April,no,Obama
191,191,CAC40,2016-04-27,4534.99,4564.7,4525.79,4559.4,4559.4,1064922.0,After,Wednesday,April,no,Obama
192,192,CAC40,2016-04-26,4557.0,4579.12,4515.4,4533.18,4533.18,1004305.0,After,Tuesday,April,no,Obama
193,193,CAC40,2016-04-25,4561.92,4574.46,4522.23,4546.12,4546.12,879279.0,After,Monday,April,no,Obama
194,194,CAC40,2016-04-22,4578.82,4580.52,4553.59,4569.66,4569.66,1000284.0,After,Friday,April,no,Obama
195,195,CAC40,2016-04-21,4607.69,4607.69,4551.33,4582.83,4582.83,1249639.0,After,Thursday,April,no,Obama
196,196,CAC40,2016-04-20,4546.35,4596.33,4538.43,4591.92,4591.92,1158069.0,After,Wednesday,April,no,Obama
197,197,CAC40,2016-04-19,4521.6,4577.87,4521.6,4566.48,4566.48,1152275.0,After,Tuesday,April,no,Obama
198,198,CAC40,2016-04-18,4425.25,4517.08,4424.76,4506.84,4506.84,924136.0,After,Monday,April,no,Obama
199,199,CAC40,2016-04-15,4502.16,4508.16,4482.33,4495.17,4495.17,1102718.0,After,Friday,April,no,Obama
200,200,CAC40,2016-04-14,4487.22,4515.0,4473.35,4511.51,4511.51,1251648.0,After,Thursday,April,no,Obama
201,201,CAC40,2016-04-13,4407.03,4490.31,4404.58,4490.31,4490.31,1547906.0,After,Wednesday,April,no,Obama
202,202,CAC40,2016-04-12,4317.5,4348.4,4269.1,4345.91,4345.91,1212660.0,After,Tuesday,April,no,Obama
203,203,CAC40,2016-04-11,4294.12,4338.81,4263.08,4312.63,4312.63,1033601.0,After,Monday,April,no,Obama
204,204,CAC40,2016-04-08,4259.1,4315.59,4258.51,4303.12,4303.12,1008619.0,After,Friday,April,no,Obama
205,205,CAC40,2016-04-07,4288.71,4316.78,4229.12,4245.91,4245.91,983358.0,After,Thursday,April,no,Obama
206,206,CAC40,2016-04-06,4262.3,4284.64,4243.02,4284.64,4284.64,1060431.0,After,Wednesday,April,no,Obama
207,207,CAC40,2016-04-05,4283.14,4285.73,4241.61,4250.28,4250.28,1311989.0,After,Tuesday,April,no,Obama
208,208,CAC40,2016-04-04,4311.19,4378.05,4280.9,4345.22,4345.22,1061944.0,After,Monday,April,no,Obama
209,209,CAC40,2016-04-01,4331.28,4331.28,4261.25,4322.24,4322.24,1390455.0,After,Friday,April,no,Obama
210,210,CAC40,2016-03-31,4416.84,4419.62,4378.77,4385.06,4385.06,1109822.0,After,Thursday,March,no,Obama
211,211,CAC40,2016-03-30,4387.36,4466.5,4387.36,4444.42,4444.42,1007933.0,After,Wednesday,March,no,Obama
212,212,CAC40,2016-03-29,4354.03,4382.98,4333.33,4366.67,4366.67,808422.0,After,Tuesday,March,no,Obama
213,213,CAC40,2016-03-24,4390.11,4392.81,4323.18,4329.68,4329.68,1098444.0,After,Thursday,March,no,Obama
214,214,CAC40,2016-03-23,4442.59,4467.86,4396.1,4423.98,4423.98,979195.0,After,Wednesday,March,no,Obama
215,215,CAC40,2016-03-22,4396.87,4431.97,4358.57,4431.97,4431.97,1132883.0,After,Tuesday,March,no,Obama
216,216,CAC40,2016-03-21,4425.84,4481.11,4415.93,4427.8,4427.8,904349.0,After,Monday,March,no,Obama
217,217,CAC40,2016-03-18,4452.04,4472.73,4418.49,4462.51,4462.51,2590170.0,After,Friday,March,no,Obama
218,218,CAC40,2016-03-17,4501.68,4501.68,4367.44,4442.89,4442.89,1492915.0,After,Thursday,March,no,Obama
219,219,CAC40,2016-03-16,4486.7,4502.96,4446.99,4463.0,4463.0,1054096.0,After,Wednesday,March,no,Obama
220,220,CAC40,2016-03-15,4474.26,4488.78,4450.16,4472.63,4472.63,1158111.0,After,Tuesday,March,no,Obama
221,221,CAC40,2016-03-14,4501.81,4535.91,4494.6,4506.59,4506.59,1250970.0,After,Monday,March,no,Obama
222,222,CAC40,2016-03-11,4430.24,4492.79,4421.95,4492.79,4492.79,1498237.0,After,Friday,March,no,Obama
223,223,CAC40,2016-03-10,4432.56,4580.97,4350.35,4350.35,4350.35,1752553.0,After,Thursday,March,no,Obama
224,224,CAC40,2016-03-09,4405.95,4458.77,4397.98,4425.65,4425.65,1161098.0,After,Wednesday,March,no,Obama
